,"BJD - 2454833, Corrected Flux"
2144,"2277.427878000, 1.047509931,"
2145,"2277.448309471, 1.077577287,"
2146,"2277.468741041, 1.074171119,"
2147,"2277.489172712, 1.050548754,"
2148,"2277.550467423, 1.069008958,"
2149,"2277.570898893, 1.058875291,"
2150,"2277.591330564, 1.066562781,"
2151,"2277.611762134, 1.055111440,"
2152,"2277.632193604, 1.073107470,"
2153,"2277.652625275, 1.053439218,"
2154,"2277.673056845, 1.079387635,"
2155,"2277.693488415, 1.057913487,"
2156,"2277.713919986, 1.058777384,"
2157,"2277.734351556, 1.061024504,"
2158,"2277.754783126, 1.060296140,"
2159,"2277.795646267, 1.059231483,"
2160,"2277.816077837, 1.068055443,"
2161,"2277.836509407, 1.064463908,"
2162,"2277.856940978, 1.042785065,"
2163,"2277.877372548, 1.073995749,"
2164,"2277.897804118, 1.054335344,"
2165,"2277.918235688, 1.068530676,"
2166,"2277.938667359, 1.046320259,"
2167,"2277.959098829, 1.058431518,"
2168,"2277.979530399, 1.048314582,"
2169,"2277.999962070, 1.071883450,"
2170,"2278.040825210, 1.193405812,"
2171,"2278.061256780, 1.082868300,"
2172,"2278.081688251, 1.067629582,"
2173,"2278.102119921, 1.071537205,"
2174,"2278.122551491, 1.058112638,"
2175,"2278.142982961, 1.077115945,"
2176,"2278.163414632, 1.071973300,"
2177,"2278.183846202, 1.073190037,"
2178,"2278.204277772, 1.060410110,"
2179,"2278.224709342, 1.075485918,"
2180,"2278.245140913, 1.077832028,"
2181,"2278.265572583, 1.077270834,"
2182,"2278.286004053, 1.071313422,"
2183,"2278.306435623, 1.065838643,"
2184,"2278.326867294, 1.067693355,"
2185,"2278.347298764, 1.074503499,"
2186,"2278.367730334, 1.072248813,"
2187,"2278.388162004, 1.079994914,"
2188,"2278.408593575, 1.064504706,"
2189,"2278.429025045, 1.075475836,"
2190,"2278.449456715, 1.071136549,"
2191,"2278.469888185, 1.065494368,"
2192,"2278.490319856, 1.064608866,"
2193,"2278.531182896, 1.066629529,"
2194,"2278.551614567, 1.066297615,"
2195,"2278.572046137, 1.058053350,"
2196,"2278.592477607, 1.061890298,"
2197,"2278.612909277, 1.060381667,"
2198,"2278.633340848, 1.064114284,"
2199,"2278.653772318, 1.061113678,"
2200,"2278.674203988, 1.063241652,"
2201,"2278.694635559, 1.072233082,"
2202,"2278.715067029, 1.056246884,"
2203,"2278.735498699, 1.083638675,"
2204,"2278.776361940, 1.074362011,"
2205,"2278.796793410, 1.075800650,"
2206,"2278.817224981, 1.072438219,"
2207,"2278.837656651, 1.074896544,"
2208,"2278.858088222, 1.064840248,"
2209,"2278.878519692, 1.071350820,"
2210,"2278.898951362, 1.048282026,"
2211,"2278.919382933, 1.068525057,"
2212,"2278.939814403, 1.068622358,"
2213,"2278.960246074, 1.071765063,"
2214,"2278.980677644, 1.076519255,"
2215,"2279.021540785, 1.073484254,"
2216,"2279.041972355, 1.073788633,"
2217,"2279.062404026, 1.069902963,"
2218,"2279.082835496, 1.066616732,"
2219,"2279.103267067, 1.071796111,"
2220,"2279.123698637, 1.069002269,"
2221,"2279.144130208, 1.078344642,"
2222,"2279.164561679, 1.092862555,"
2223,"2279.184993349, 1.073170786,"
2224,"2279.205424920, 1.057263082,"
2225,"2279.225856590, 1.061080950,"
2226,"2279.266719631, 1.070888249,"
2227,"2279.287151302, 1.040751233,"
2228,"2279.307582773, 1.065861506,"
2229,"2279.328014343, 1.078221846,"
2230,"2279.348446014, 1.074842964,"
2231,"2279.368877485, 1.087605272,"
2232,"2279.389309055, 1.081549451,"
2233,"2279.409740726, 1.075612556,"
2234,"2279.430172297, 1.075727788,"
2235,"2279.450603867, 1.057916673,"
2236,"2279.471035438, 1.058949419,"
2237,"2279.511898580, 1.073272993,"
2238,"2279.532330151, 1.053808395,"
2239,"2279.552761721, 1.079183872,"
2240,"2279.573193392, 1.074083336,"
2241,"2279.593624863, 1.071367603,"
2242,"2279.614056434, 1.076856863,"
2243,"2279.634488105, 1.074538121,"
2244,"2279.654919576, 1.066864055,"
2245,"2279.675351147, 1.066513396,"
2246,"2279.695782818, 1.069708214,"
2247,"2279.716214288, 1.074433144,"
2248,"2279.757077530, 1.075613846,"
2249,"2279.777509001, 1.082083732,"
2250,"2279.797940672, 1.073260881,"
2251,"2279.818372144, 1.059009374,"
2252,"2279.838803715, 1.058612900,"
2253,"2279.859235386, 1.081452781,"
2254,"2279.879666857, 1.087794257,"
2255,"2279.900098428, 1.069414916,"
2256,"2279.920530099, 1.074939597,"
2257,"2279.940961670, 1.077627249,"
2258,"2279.961393241, 1.062154862,"
2259,"2280.002256384, 1.075779563,"
2260,"2280.022687955, 1.077962744,"
2261,"2280.063551098, 1.070361169,"
2262,"2280.083982769, 1.067397634,"
2263,"2280.104414241, 1.058163213,"
2264,"2280.124845812, 1.081112432,"
2265,"2280.145277483, 1.076147964,"
2266,"2280.165708955, 1.071395411,"
2267,"2280.186140626, 1.078282264,"
2268,"2280.206572198, 1.079221769,"
2269,"2280.247435341, 1.085040903,"
2270,"2280.267866912, 1.095338450,"
2271,"2280.288298384, 1.087509099,"
2272,"2280.308730056, 1.069211706,"
2273,"2280.349593099, 1.063620205,"
2274,"2280.370024771, 1.091030323,"
2275,"2280.390456342, 1.072639007,"
2276,"2280.410887914, 1.068306512,"
2277,"2280.431319486, 1.067636899,"
2278,"2280.451751058, 1.078869346,"
2279,"2280.492614201, 1.072941592,"
2280,"2280.513045773, 1.073989659,"
2281,"2280.533477345, 1.098726352,"
2282,"2280.553908917, 1.073294328,"
2283,"2280.574340489, 1.072766922,"
2284,"2280.594772061, 1.077551125,"
2285,"2280.615203633, 1.076540425,"
2286,"2280.635635305, 1.082285265,"
2287,"2280.656066877, 1.073918986,"
2288,"2280.676498349, 1.062710874,"
2289,"2280.696930021, 1.094285809,"
2290,"2280.737793066, 1.078105190,"
2291,"2280.758224738, 1.090036344,"
2292,"2280.778656310, 1.076036067,"
2293,"2280.819519455, 1.080030562,"
2294,"2280.839951027, 1.085453977,"
2295,"2280.860382500, 1.112497331,"
2296,"2280.880814172, 1.080123437,"
2297,"2280.901245745, 1.089761504,"
2298,"2280.921677417, 1.068444467,"
2299,"2280.982972135, 1.075157947,"
2300,"2281.003403608, 1.075745950,"
2301,"2281.023835180, 1.114492708,"
2302,"2281.044266853, 1.079582235,"
2303,"2281.064698426, 1.082788411,"
2304,"2281.085129899, 1.084402689,"
2305,"2281.105561571, 1.073563488,"
2306,"2281.125993144, 1.072344261,"
2307,"2281.146424717, 1.088963141,"
2308,"2281.166856290, 1.078708927,"
2309,"2281.187287863, 1.070291193,"
2310,"2281.228151009, 1.090648046,"
2311,"2281.248582482, 1.057119413,"
2312,"2281.269014155, 1.094302622,"
2313,"2281.289445729, 1.083282206,"
2314,"2281.309877202, 1.064573120,"
2315,"2281.330308875, 1.082566142,"
2316,"2281.350740448, 1.088542234,"
2317,"2281.371172122, 1.080882906,"
2318,"2281.391603595, 1.081721389,"
2319,"2281.412035168, 1.072844400,"
2320,"2281.432466842, 1.078800600,"
2321,"2281.473329889, 1.074590710,"
2322,"2281.493761562, 1.077495386,"
2323,"2281.514193036, 1.078812852,"
2324,"2281.534624610, 1.084421742,"
2325,"2281.555056283, 1.087962656,"
2326,"2281.575487857, 1.080244816,"
2327,"2281.595919431, 1.079625196,"
2328,"2281.616351005, 1.123065840,"
2329,"2281.636782579, 1.080247333,"
2330,"2281.657214152, 1.084079121,"
2331,"2281.677645726, 1.102284656,"
2332,"2281.718508974, 1.081339333,"
2333,"2281.738940448, 1.068412885,"
2334,"2281.759372023, 1.082746346,"
2335,"2281.779803697, 1.083326877,"
2336,"2281.800235171, 1.084233175,"
2337,"2281.820666845, 1.088156160,"
2338,"2281.841098419, 1.085071376,"
2339,"2281.861529894, 1.081927934,"
2340,"2281.881961568, 1.079680900,"
2341,"2281.902393043, 1.077621864,"
2342,"2281.922824617, 1.079832559,"
2343,"2281.963687766, 1.089321909,"
2344,"2281.984119341, 1.114095208,"
2345,"2282.004551016, 1.082370011,"
2346,"2282.024982490, 1.082755324,"
2347,"2282.045414165, 1.086868289,"
2348,"2282.065845740, 1.081806074,"
2349,"2282.086277315, 1.085467606,"
2350,"2282.106708890, 1.083090390,"
2351,"2282.127140464, 1.090418157,"
2352,"2282.147572039, 1.079879790,"
2353,"2282.168003615, 1.069434861,"
2354,"2282.290593166, 1.075633147,"
2355,"2282.311024641, 1.093158377,"
2356,"2282.331456317, 1.062888905,"
2357,"2282.351887892, 1.066730777,"
2358,"2282.372319368, 1.084731805,"
2359,"2282.392751043, 1.084361794,"
2360,"2282.413182619, 1.093810049,"
2361,"2282.433614095, 1.070218566,"
2362,"2282.454045771, 1.079356436,"
2363,"2282.474477346, 1.084407136,"
2364,"2282.494909022, 1.086953734,"
2365,"2282.515340498, 1.094092953,"
2366,"2282.535772074, 1.079508691,"
2367,"2282.556203650, 1.088878985,"
2368,"2282.576635226, 1.087666367,"
2369,"2282.597066702, 1.078375580,"
2370,"2282.617498379, 1.088366552,"
2371,"2282.637929955, 1.080929664,"
2372,"2282.658361531, 1.079258531,"
2373,"2282.699224684, 1.083819596,"
2374,"2282.719656360, 1.083066335,"
2375,"2282.740087837, 1.100101035,"
2376,"2282.760519414, 1.096794166,"
2377,"2282.780951090, 1.085207059,"
2378,"2282.801382667, 1.089202632,"
2379,"2282.821814144, 1.082745413,"
2380,"2282.842245820, 1.099823988,"
2381,"2282.862677397, 1.082811053,"
2382,"2282.883108874, 1.087127932,"
2383,"2282.903540551, 1.090768867,"
2384,"2282.944403805, 1.091464190,"
2385,"2282.964835283, 1.093250311,"
2386,"2282.985266860, 1.078904239,"
2387,"2283.005698537, 1.077931845,"
2388,"2283.026130014, 1.086622413,"
2389,"2283.046561592, 1.096599114,"
2390,"2283.066993269, 1.079250609,"
2391,"2283.087424747, 1.085201757,"
2392,"2283.107856424, 1.082409742,"
2393,"2283.128288002, 1.103181284,"
2394,"2283.148719480, 1.080483035,"
2395,"2283.189582635, 1.116554884,"
2396,"2283.210014213, 1.095238474,"
2397,"2283.230445891, 1.064396707,"
2398,"2283.250877469, 1.076645068,"
2399,"2283.271308947, 1.083324365,"
2400,"2283.291740625, 1.075195632,"
2401,"2283.312172203, 1.086225619,"
2402,"2283.332603782, 1.082241136,"
2403,"2283.353035360, 1.077068724,"
2404,"2283.373466938, 1.093627915,"
2405,"2283.393898517, 1.088337233,"
2406,"2283.434761674, 1.081413099,"
2407,"2283.455193353, 1.090907979,"
2408,"2283.475624831, 1.108706730,"
2409,"2283.496056410, 1.089544328,"
2410,"2283.516488089, 1.078542256,"
2411,"2283.536919568, 1.075324303,"
2412,"2283.557351247, 1.097974624,"
2413,"2283.577782826, 1.087971160,"
2414,"2283.598214305, 1.067308708,"
2415,"2283.618645984, 1.088817254,"
2416,"2283.700372302, 1.076719607,"
2417,"2283.720803781, 1.133058676,"
2418,"2283.741235461, 1.070423089,"
2419,"2283.761667040, 1.066776605,"
2420,"2283.782098720, 1.076681541,"
2421,"2283.802530200, 1.129772764,"
2422,"2283.822961780, 1.088344408,"
2423,"2283.843393460, 1.113928894,"
2424,"2283.863824940, 1.094505072,"
2425,"2283.884256520, 1.094446515,"
2426,"2283.904688200, 1.095798582,"
2427,"2283.925119680, 1.083283505,"
2428,"2283.945551260, 1.093734101,"
2429,"2283.965982941, 1.090946728,"
2430,"2283.986414421, 1.076581563,"
2431,"2284.006846102, 1.093723644,"
2432,"2284.027277682, 1.090386041,"
2433,"2284.047709163, 1.081528501,"
2434,"2284.068140844, 1.073977019,"
2435,"2284.088572424, 1.079077938,"
2436,"2284.109003905, 1.087674297,"
2437,"2284.129435586, 1.094308532,"
2438,"2284.190730329, 1.094198347,"
2439,"2284.211161911, 1.091840115,"
2440,"2284.231593592, 1.092357530,"
2441,"2284.252025073, 1.094831423,"
2442,"2284.272456655, 1.092191308,"
2443,"2284.292888336, 1.099532943,"
2444,"2284.313319818, 1.078429459,"
2445,"2284.333751400, 1.090332729,"
2446,"2284.354183081, 1.078472551,"
2447,"2284.374614563, 1.093614042,"
2448,"2284.415477827, 1.090334497,"
2449,"2284.435909409, 1.078459563,"
2450,"2284.456340991, 1.092888385,"
2451,"2284.476772573, 1.117969147,"
2452,"2284.497204156, 1.093546974,"
2453,"2284.517635738, 1.091043346,"
2454,"2284.538067321, 1.089964357,"
2455,"2284.558498903, 1.080055706,"
2456,"2284.578930486, 1.080602495,"
2457,"2284.599362068, 1.086182633,"
2458,"2284.660656817, 1.066959421,"
2459,"2284.681088500, 1.081447850,"
2460,"2284.701519983, 1.090692931,"
2461,"2284.721951566, 1.090565500,"
2462,"2284.742383249, 1.089481874,"
2463,"2284.762814733, 1.098194731,"
2464,"2284.783246316, 1.083753390,"
2465,"2284.803678000, 1.092922130,"
2466,"2284.824109483, 1.094393770,"
2467,"2284.844541167, 1.098862160,"
2468,"2284.864972750, 1.074256403,"
2469,"2284.905835918, 1.084045785,"
2470,"2284.926267502, 1.071268090,"
2471,"2284.946699086, 1.075968701,"
2472,"2284.967130670, 1.068026767,"
2473,"2284.987562255, 1.134987888,"
2474,"2285.007993839, 1.089624550,"
2475,"2285.028425423, 1.106333202,"
2476,"2285.048857008, 1.092223982,"
2477,"2285.069288692, 1.086521752,"
2478,"2285.089720177, 1.093831071,"
2479,"2285.110151762, 1.071518089,"
2480,"2285.151015031, 1.082144730,"
2481,"2285.171446516, 1.081049533,"
2482,"2285.191878201, 1.074685145,"
2483,"2285.212309787, 1.086560310,"
2484,"2285.232741272, 1.089177084,"
2485,"2285.253172957, 1.071647821,"
2486,"2285.273604543, 1.095692484,"
2487,"2285.294036128, 1.092129475,"
2488,"2285.314467714, 1.091464697,"
2489,"2285.334899199, 1.074364798,"
2490,"2285.355330885, 1.104661521,"
2491,"2285.396193957, 1.062013492,"
2492,"2285.416625643, 1.060791493,"
2493,"2285.437057229, 1.098069170,"
2494,"2285.457488915, 1.084861112,"
2495,"2285.477920402, 1.096349788,"
2496,"2285.498351988, 1.075863673,"
2497,"2285.518783675, 1.079576744,"
2498,"2285.539215161, 1.090002681,"
2499,"2285.559646748, 1.114687075,"
2500,"2285.580078435, 1.104294150,"
2501,"2285.600510021, 1.087762412,"
2502,"2285.641373195, 1.094600852,"
2503,"2285.661804783, 1.072791928,"
2504,"2285.682236370, 1.064991026,"
2505,"2285.702667957, 1.074406306,"
2506,"2285.723099544, 1.088260104,"
2507,"2285.743531232, 1.092185039,"
2508,"2285.763962720, 1.088916571,"
2509,"2285.784394307, 1.082595301,"
2510,"2285.804825995, 1.079322800,"
2511,"2285.825257483, 1.093134006,"
2512,"2285.845689071, 1.100079876,"
2513,"2285.886552247, 1.101033177,"
2514,"2285.906983935, 1.096449313,"
2515,"2285.927415524, 1.083510828,"
2516,"2285.947847012, 1.091129490,"
2517,"2285.968278701, 1.094148736,"
2518,"2285.988710189, 1.105674442,"
2519,"2286.009141778, 1.103689784,"
2520,"2286.029573467, 1.091253150,"
2521,"2286.050004956, 1.086721152,"
2522,"2286.070436545, 1.106834606,"
2523,"2286.090868234, 1.098133596,"
2524,"2286.131731412, 1.081976345,"
2525,"2286.152163002, 1.097428980,"
2526,"2286.172594591, 1.080825948,"
2527,"2286.193026181, 1.074519109,"
2528,"2286.213457770, 1.103203659,"
2529,"2286.233889360, 1.079060789,"
2530,"2286.254320950, 1.084345356,"
2531,"2286.274752540, 1.086057385,"
2532,"2286.295184230, 1.075057457,"
2533,"2286.315615820, 1.078561819,"
2534,"2286.336047311, 1.081726574,"
2535,"2286.356479001, 1.097272554,"
2536,"2286.376910591, 1.085927455,"
2537,"2286.397342082, 1.101524294,"
2538,"2286.417773773, 1.087748162,"
2539,"2286.438205364, 1.081622724,"
2540,"2286.458636854, 1.080686221,"
2541,"2286.479068545, 1.102512376,"
2542,"2286.499500136, 1.090566964,"
2543,"2286.519931828, 1.082796370,"
2544,"2286.540363319, 1.085609330,"
2545,"2286.560794910, 1.097781247,"
2546,"2286.581226502, 1.090858147,"
2547,"2286.622089585, 1.086294843,"
2548,"2286.642521277, 1.090912488,"
2549,"2286.662952869, 1.102578592,"
2550,"2286.683384461, 1.090672639,"
2551,"2286.703816053, 1.082475665,"
2552,"2286.724247645, 1.085849978,"
2553,"2286.744679338, 1.070012743,"
2554,"2286.765110830, 1.077930628,"
2555,"2286.785542423, 1.082412300,"
2556,"2286.805974115, 1.101583335,"
2557,"2286.826405708, 1.092185942,"
2558,"2286.867268894, 1.115498550,"
2559,"2286.887700487, 1.069777176,"
2560,"2286.908131980, 1.094840903,"
2561,"2286.928563673, 1.095213692,"
2562,"2286.948995267, 1.106739944,"
2563,"2286.969426960, 1.063951372,"
2564,"2286.989858454, 1.083992975,"
2565,"2287.010290048, 1.102991780,"
2566,"2287.030721741, 1.093083978,"
2567,"2287.051153235, 1.092159675,"
2568,"2287.071584829, 1.078863521,"
2569,"2287.112448018, 1.081847592,"
2570,"2287.132879712, 1.084531759,"
2571,"2287.153311307, 1.085339380,"
2572,"2287.173742801, 1.075598986,"
2573,"2287.194174496, 1.091306998,"
2574,"2287.214606091, 1.094461281,"
2575,"2287.235037586, 1.101593419,"
2576,"2287.255469281, 1.102758047,"
2577,"2287.296332471, 1.090513754,"
2578,"2287.316764066, 1.086092413,"
2579,"2287.357627258, 1.083804504,"
2580,"2287.378058853, 1.090151454,"
2581,"2287.398490449, 1.086620985,"
2582,"2287.418922045, 1.086856170,"
2583,"2287.439353641, 1.095240917,"
2584,"2287.459785237, 1.084822659,"
2585,"2287.480216933, 1.083230102,"
2586,"2287.500648430, 1.094589558,"
2587,"2287.521080026, 1.075927092,"
2588,"2287.541511723, 1.072384926,"
2589,"2287.561943220, 1.096396199,"
2590,"2287.602806513, 1.088251497,"
2591,"2287.623238011, 1.089576378,"
2592,"2287.643669708, 1.086279839,"
2593,"2287.664101305, 1.104011452,"
2594,"2287.684532802, 1.096976397,"
2595,"2287.704964500, 1.090090806,"
2596,"2287.725396098, 1.084368832,"
2597,"2287.745827595, 1.076604061,"
2598,"2287.766259293, 1.078062682,"
2599,"2287.786690891, 1.086432203,"
2600,"2287.807122589, 1.095442018,"
2601,"2287.847985686, 1.099695983,"
2602,"2287.868417384, 1.090028938,"
2603,"2287.888848883, 1.084358749,"
2604,"2287.909280482, 1.092349489,"
2605,"2287.929712180, 1.092680867,"
2606,"2287.950143779, 1.077949253,"
2607,"2287.970575379, 1.092950154,"
2608,"2287.991006978, 1.076362215,"
2609,"2288.011438477, 1.094199281,"
2610,"2288.031870176, 1.085381022,"
2611,"2288.052301776, 1.079223818,"
2612,"2288.093164975, 1.310886768,"
2613,"2288.113596575, 1.089017666,"
2614,"2288.134028075, 1.096206344,"
2615,"2288.154459775, 1.074631090,"
2616,"2288.174891376, 1.085405033,"
2617,"2288.195323076, 1.085755212,"
2618,"2288.215754577, 1.091941468,"
2619,"2288.236186177, 1.086387297,"
2620,"2288.256617878, 1.094931057,"
2621,"2288.277049379, 1.086106370,"
2622,"2288.297480980, 1.091599081,"
2623,"2288.338344182, 1.064132478,"
2624,"2288.358775784, 1.084168407,"
2625,"2288.379207485, 1.087789971,"
2626,"2288.399638987, 1.098909321,"
2627,"2288.420070689, 1.082966985,"
2628,"2288.440502290, 1.088966480,"
2629,"2288.460933892, 1.092134183,"
2630,"2288.481365495, 1.090203756,"
2631,"2288.501797097, 1.079748263,"
2632,"2288.522228699, 1.093388271,"
2633,"2288.542660302, 1.090928444,"
2634,"2288.583523607, 1.081009952,"
2635,"2288.603955110, 1.081752682,"
2636,"2288.624386713, 1.093155971,"
2637,"2288.644818316, 1.081508309,"
2638,"2288.665249919, 1.095625482,"
2639,"2288.685681523, 1.095730292,"
2640,"2288.706113226, 1.094286863,"
2641,"2288.726544730, 1.083243190,"
2642,"2288.767408038, 1.083175309,"
2643,"2288.787839542, 1.088482681,"
2644,"2288.828702850, 1.095392788,"
2645,"2288.849134355, 1.066242456,"
2646,"2288.869566059, 1.088611681,"
2647,"2288.889997664, 1.082926002,"
2648,"2288.910429169, 1.091515633,"
2649,"2288.930860874, 1.089779882,"
2650,"2288.951292479, 1.091780842,"
2651,"2288.971723984, 1.071743072,"
2652,"2288.992155689, 1.079719339,"
2653,"2289.012587295, 1.080361805,"
2654,"2289.033019000, 1.085103237,"
2655,"2289.073882112, 1.073279672,"
2656,"2289.094313818, 1.103324820,"
2657,"2289.114745324, 1.106878668,"
2658,"2289.155608637, 1.071599463,"
2659,"2289.176040243, 1.093040984,"
2660,"2289.196471850, 1.095520392,"
2661,"2289.216903457, 1.082820396,"
2662,"2289.237335064, 1.077784041,"
2663,"2289.257766671, 1.099813157,"
2664,"2289.278198278, 1.100139500,"
2665,"2289.319061493, 1.085103948,"
2666,"2289.339493100, 1.063431058,"
2667,"2289.359924608, 1.082644416,"
2668,"2289.380356316, 1.072363301,"
2669,"2289.400787924, 1.089387016,"
2670,"2289.421219632, 1.095897418,"
2671,"2289.441651140, 1.085920080,"
2672,"2289.462082749, 1.081118533,"
2673,"2289.482514458, 1.075597729,"
2674,"2289.502945966, 1.085728824,"
2675,"2289.523377575, 1.087696033,"
2676,"2289.564240793, 1.084336288,"
2677,"2289.584672502, 1.087551118,"
2678,"2289.605104112, 1.096139859,"
2679,"2289.625535621, 1.076145151,"
2680,"2289.645967331, 1.092469686,"
2681,"2289.666398941, 1.081351353,"
2682,"2289.686830551, 1.085134238,"
2683,"2289.707262161, 1.075484241,"
2684,"2289.727693771, 1.082160325,"
2685,"2289.748125381, 1.082981505,"
2686,"2289.768556992, 1.079951793,"
2687,"2289.809420313, 1.072804483,"
2688,"2289.829851924, 1.081487471,"
2689,"2289.850283435, 1.086132016,"
2690,"2289.870715147, 1.087582746,"
2691,"2289.891146758, 1.091399844,"
2692,"2289.911578270, 1.089270088,"
2693,"2289.932009981, 1.083994204,"
2694,"2289.952441593, 1.093473214,"
2695,"2289.972873105, 1.091313399,"
2696,"2289.993304817, 1.078903705,"
2697,"2290.013736329, 1.083619196,"
2698,"2290.054599654, 1.080375114,"
2699,"2290.075031167, 1.082890593,"
2700,"2290.095462880, 1.086830317,"
2701,"2290.115894493, 1.078613960,"
2702,"2290.136326006, 1.079740865,"
2703,"2290.156757719, 1.094546667,"
2704,"2290.177189332, 1.067893427,"
2705,"2290.197621046, 1.080540399,"
2706,"2290.218052559, 1.083684588,"
2707,"2290.238484173, 1.093762829,"
2708,"2290.258915887, 1.094416692,"
2709,"2290.299779016, 1.095460250,"
2710,"2290.320210730, 1.095683510,"
2711,"2290.340642345, 1.087260482,"
2712,"2290.361073859, 1.086778924,"
2713,"2290.381505574, 1.085511038,"
2714,"2290.401937189, 1.090529513,"
2715,"2290.422368804, 1.100078309,"
2716,"2290.442800419, 1.087063513,"
2717,"2290.463232035, 1.083577562,"
2718,"2290.483663751, 1.091855942,"
2719,"2290.504095266, 1.090614909,"
2720,"2290.524526882, 1.096463567,"
2721,"2290.544958598, 1.079771543,"
2722,"2290.565390114, 1.086241686,"
2723,"2290.585821731, 1.084962415,"
2724,"2290.606253447, 1.094250593,"
2725,"2290.626684964, 1.080883576,"
2726,"2290.647116681, 1.091265745,"
2727,"2290.667548198, 1.079741874,"
2728,"2290.687979815, 1.102327595,"
2729,"2290.708411532, 1.073426817,"
2730,"2290.728843049, 1.094858438,"
2731,"2290.749274667, 1.088052377,"
2732,"2290.790137902, 1.148575701,"
2733,"2290.810569620, 1.077721414,"
2734,"2290.831001239, 1.077618545,"
2735,"2290.851432857, 1.097484863,"
2736,"2290.871864475, 1.074908407,"
2737,"2290.892296094, 1.081879646,"
2738,"2290.912727713, 1.082510085,"
2739,"2290.933159332, 1.091955160,"
2740,"2290.953590951, 1.092200275,"
2741,"2290.974022570, 1.083123273,"
2742,"2290.994454189, 1.087931226,"
2743,"2291.035317529, 1.098208185,"
2744,"2291.055749148, 1.088887555,"
2745,"2291.076180668, 1.091520732,"
2746,"2291.096612389, 1.082192045,"
2747,"2291.117044009, 1.095430852,"
2748,"2291.137475529, 1.087244363,"
2749,"2291.157907250, 1.130384896,"
2750,"2291.178338871, 1.081573921,"
2751,"2291.198770392, 1.088984921,"
2752,"2291.219202113, 1.086733786,"
2753,"2291.239633734, 1.091720088,"
2754,"2291.321360221, 1.101126385,"
2755,"2291.341791843, 1.098317584,"
2756,"2291.362223465, 1.102313242,"
2757,"2291.382655088, 1.089678393,"
2758,"2291.403086710, 1.091707813,"
2759,"2291.423518433, 1.095142349,"
2760,"2291.443949956, 1.074551413,"
2761,"2291.464381579, 1.103345548,"
2762,"2291.484813302, 1.099233608,"
2763,"2291.525676449, 1.081371531,"
2764,"2291.546108172, 1.088156497,"
2765,"2291.566539796, 1.096378079,"
2766,"2291.586971320, 1.098512853,"
2767,"2291.607403044, 1.089550448,"
2768,"2291.627834669, 1.084650583,"
2769,"2291.648266393, 1.083497429,"
2770,"2291.689129543, 1.092401073,"
2771,"2291.709561268, 1.077304661,"
2772,"2291.729992793, 1.097650160,"
2773,"2291.770856143, 1.091199619,"
2774,"2291.791287669, 1.081031912,"
2775,"2291.811719395, 1.073286654,"
2776,"2291.832151021, 1.091658080,"
2777,"2291.852582547, 1.102034751,"
2778,"2291.873014273, 1.094989827,"
2779,"2291.893445900, 1.083814575,"
2780,"2291.913877426, 1.072248122,"
2781,"2291.934309153, 1.088401742,"
2782,"2291.954740780, 1.079176160,"
2783,"2291.975172407, 1.081704508,"
2784,"2292.016035662, 1.088088548,"
2785,"2292.036467289, 1.074513202,"
2786,"2292.056898917, 1.099172118,"
2787,"2292.077330545, 1.097564591,"
2788,"2292.097762173, 1.096739720,"
2789,"2292.118193801, 1.089749088,"
2790,"2292.138625430, 1.100843716,"
2791,"2292.159057059, 1.102669407,"
2792,"2292.179488687, 1.093103328,"
2793,"2292.199920416, 1.081420199,"
2794,"2292.220352045, 1.097023638,"
2795,"2292.261215304, 1.101934507,"
2796,"2292.281646934, 1.081251436,"
2797,"2292.302078464, 1.088664363,"
2798,"2292.322510194, 1.080630155,"
2799,"2292.342941824, 1.100538412,"
2800,"2292.363373354, 1.097380256,"
2801,"2292.383805085, 1.099437415,"
2802,"2292.404236715, 1.090962103,"
2803,"2292.424668446, 1.100512175,"
2804,"2292.445099977, 1.096216860,"
2805,"2292.506394871, 1.083041327,"
2806,"2292.547258235, 1.089844013,"
2807,"2292.567689767, 1.102146839,"
2808,"2292.588121399, 1.097307867,"
2809,"2292.608553131, 1.093014036,"
2810,"2292.628984664, 1.090901051,"
2811,"2292.649416397, 1.076827711,"
2812,"2292.669848029, 1.086324897,"
2813,"2292.690279563, 1.089961996,"
2814,"2292.710711296, 1.094378084,"
2815,"2292.751574463, 1.092508496,"
2816,"2292.772006197, 1.093404851,"
2817,"2292.792437831, 1.087428360,"
2818,"2292.812869465, 1.086679987,"
2819,"2292.833301099, 1.078177539,"
2820,"2292.853732733, 1.103384855,"
2821,"2292.874164468, 1.106546227,"
2822,"2292.894596003, 1.073366875,"
2823,"2292.915027638, 1.104574951,"
2824,"2292.935459373, 1.084877898,"
2825,"2292.955890909, 1.092792840,"
2826,"2292.996754280, 1.089733448,"
2827,"2293.017185816, 1.093515321,"
2828,"2293.037617552, 1.063444267,"
2829,"2293.058049188, 1.081408728,"
2830,"2293.078480724, 1.094861689,"
2831,"2293.098912461, 1.106623711,"
2832,"2293.119344098, 1.081609398,"
2833,"2293.139775635, 1.089760822,"
2834,"2293.160207372, 1.095651986,"
2835,"2293.180639009, 1.097017327,"
2836,"2293.201070747, 1.091071678,"
2837,"2293.241933922, 1.104996327,"
2838,"2293.262365661, 1.104147969,"
2839,"2293.282797199, 1.100423026,"
2840,"2293.303228837, 1.111510961,"
2841,"2293.323660476, 1.098046370,"
2842,"2293.344092215, 1.084110268,"
